Designator,Mid X,Mid Y,Layer,Rotation
"J1","13.5635mm","6mm","Top",0
"R1","-13.3428mm","8mm","Top",0
"R2","-13.0278mm","14mm","Top",0
"U1","-1mm","6.25mm","Top",0
"U2","-13.8237mm","-10.4442mm","Top",0
"U4","7.5mm","-15.1442mm","Top",0
